id;numCavite;indiceBSS;designationBSS;natureCavite;typeCavite;typeCaviteAppauvri;nomCavite;statut;confidentialite;raisonConfidentialite;organismeChxConfidentialite;reperageGeographique;positionnement;positionnementAppauvri;sourceCoordonnees;precisionXY;dateValidite;auteurDescription;dateMajCavite;lambertOuvrage;xOuvrage;yOuvrage;zOuvrage;xouvl2e;youvl2e;numInsee;commentaires;caviteAssociee;cUserSaisie;cDateSaisie;cUserModif;dateValidationSaisie;dateValidationDiffusion;userValidationSaisie;userValidationDiffusion;statutValidation;dangerosite;
"105806";"AQIAA0020733";;;"galeries filantes";"carrière";"carriere";"Virles_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-03";"M.BORDONNE";"2009-10-21";"5";"389323.000000";"2002934.000000";;"389323";"2002934";"33542";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108831";"AQIAA0020734";;;"chambres et piliers";"carrière";"carriere";"Virles_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-03";"M.BORDONNE";"2009-10-21";"5";"389378.000000";"2002980.000000";;"389378";"2002980";"33542";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105759";"AQIAA0020736";;;"chambres et piliers";"carrière";"carriere";"Pommier";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-07";"M.BORDONNE";"2009-07-09";"5";"390355.000000";"2002089.000000";;"390355";"2002089";"33542";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"111332";"AQIAA0020749";;;"galeries filantes";"carrière";"carriere";"Contou_Menudey";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-17";"M.BORDONNE";"2009-07-17";"5";"383390.000000";"1974112.000000";;"383390";"1974112";"33518";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109316";"AQIAA0020750";;;"chambres et piliers";"carrière";"carriere";"Bel_Air";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"383213.000000";"2006076.000000";;"383213";"2006076";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105684";"AQIAA0020751";;;"chambres et piliers";"carrière";"carriere";"Lagarde";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"383201.000000";"2006130.000000";;"383201";"2006130";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106166";"AQIAA0020752";;;"chambres et piliers";"carrière";"carriere";"Solesse_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"383584.000000";"2006137.000000";;"383584";"2006137";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"156059";"AQIAA0020753";;;"chambres et piliers";"carrière";"carriere";"Solesse_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2024-02-08";"5";"383740.000000";"2006091.000000";;"383740";"2006091";"33018";"On observe un ancien mur en pierres sèches qui confinait un ancien effondrement et on sent un courant d'air qui sort entre le plafond de la carrière et le haut du mur en parpaings construit en 1978 pour circonscrire le comblement réalisé avec du sable. Ceci indique un vide non-négligeable dans la zone de comblement.";"";"gironde@brgm.fr";"2009-12-09";"a.fondin@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"3642";"AQIAA0020754";;;"chambres et piliers";"carrière";"carriere";"Solesse_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"383643.000000";"2005999.000000";;"383643";"2005999";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105781";"AQIAA0020755";;;"chambres et piliers";"carrière";"carriere";"Solesse_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"383727.000000";"2005991.000000";;"383727";"2005991";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106000";"AQIAA0020756";;;"chambres et piliers";"carrière";"carriere";"Aubie_Bourg_Nord";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"383705.000000";"2005920.000000";;"383705";"2005920";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105972";"AQIAA0020757";;;"chambres et piliers";"carrière";"carriere";"Bouillas_La_Clotte";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"384659.000000";"2005762.000000";;"384659";"2005762";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106313";"AQIAA0020758";;;"chambres et piliers";"carrière";"carriere";"Espessas_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"384088.000000";"2005557.000000";;"384088";"2005557";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105455";"AQIAA0020759";;;"chambres et piliers";"carrière";"carriere";"Espessas_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"384130.000000";"2005588.000000";;"384130";"2005588";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106311";"AQIAA0020761";;;"galeries filantes";"carrière";"carriere";"Espessas_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"384130.000000";"2005547.000000";;"384130";"2005547";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109053";"AQIAA0020762";;;"chambres et galeries";"carrière";"carriere";"Espessas_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"384150.000000";"2005522.000000";;"384150";"2005522";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109523";"AQIAA0020763";;;"chambres et piliers";"carrière";"carriere";"Maubras_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"383402.000000";"2005520.000000";;"383402";"2005520";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"120037";"AQIAA0020764";;;"galeries filantes";"carrière";"carriere";"Maubras_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"383382.000000";"2005441.000000";;"383382";"2005441";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105776";"AQIAA0020765";;;"chambres et piliers";"carrière";"carriere";"La_Gruppe_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"383013.000000";"2005184.000000";;"383013";"2005184";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106022";"AQIAA0020766";;;"chambres et piliers";"carrière";"carriere";"La_Gruppe_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"383047.000000";"2005175.000000";;"383047";"2005175";"33018";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108897";"AQIAA0020767";;;"galeries filantes";"carrière";"carriere";"Les_Caroulles_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-08-14";"5";"379417.000000";"1974423.000000";;"379417";"1974423";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105810";"AQIAA0020768";;;"galeries filantes";"carrière";"carriere";"Les_Caroulles_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-08-14";"5";"379499.000000";"1974393.000000";;"379499";"1974393";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109268";"AQIAA0020769";;;"chambres et piliers";"carrière";"carriere";"Les_Caroulles_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-08-14";"5";"379610.000000";"1974488.000000";;"379610";"1974488";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108763";"AQIAA0020770";;;"galeries filantes";"carrière";"carriere";"Le_Puy_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"379153.000000";"1974233.000000";;"379153";"1974233";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2790";"AQIAA0020771";;;"galeries filantes";"carrière";"carriere";"Le_Puy_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"379185.000000";"1974274.000000";;"379185";"1974274";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105495";"AQIAA0020772";;;"chambres et galeries";"carrière";"carriere";"Pouliot_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"378671.000000";"1973694.000000";;"378671";"1973694";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109135";"AQIAA0020773";;;"chambres et piliers";"carrière";"carriere";"Pouliot_03_Bellevue_Rembeau";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"378751.000000";"1973795.000000";;"378751";"1973795";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108853";"AQIAA0020774";;;"chambres et galeries";"carrière";"carriere";"Pouliot_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"378837.000000";"1973595.000000";;"378837";"1973595";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105586";"AQIAA0020775";;;"chambres et piliers";"carrière";"carriere";"Saint_Jame_Cantelou_Pey_De_Bos";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"379510.000000";"1973729.000000";;"379510";"1973729";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109313";"AQIAA0020776";;;"chambres et piliers";"carrière";"carriere";"Dudon_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"379743.000000";"1973494.000000";;"379743";"1973494";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109540";"AQIAA0020777";;;"galeries filantes";"carrière";"carriere";"Dudon_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"379868.000000";"1973493.000000";;"379868";"1973493";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105663";"AQIAA0020778";;;"chambres et galeries";"carrière";"carriere";"Dudon_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"379995.000000";"1973461.000000";;"379995";"1973461";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108105";"AQIAA0020779";;;"chambres et galeries";"carrière";"carriere";"Dudon_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380014.000000";"1973457.000000";;"380014";"1973457";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105975";"AQIAA0020780";;;"chambres et galeries";"carrière";"carriere";"Montastruc_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380082.000000";"1973396.000000";;"380082";"1973396";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106310";"AQIAA0020781";;;"chambres et galeries";"carrière";"carriere";"Montastruc_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380171.000000";"1973393.000000";;"380171";"1973393";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105734";"AQIAA0020782";;;"chambres et galeries";"carrière";"carriere";"A_Nort_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380336.000000";"1973322.000000";;"380336";"1973322";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105815";"AQIAA0020783";;;"chambres et galeries";"carrière";"carriere";"A_Nort_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380372.000000";"1973313.000000";;"380372";"1973313";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105609";"AQIAA0020784";;;"chambres et galeries";"carrière";"carriere";"A_Nort_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380381.000000";"1973313.000000";;"380381";"1973313";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106089";"AQIAA0020785";;;"chambres et galeries";"carrière";"carriere";"A_Nort_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380392.000000";"1973315.000000";;"380392";"1973315";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108933";"AQIAA0020786";;;"chambres et piliers";"carrière";"carriere";"A_Nort_05";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380440.000000";"1973257.000000";;"380440";"1973257";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108813";"AQIAA0020787";;;"chambres et galeries";"carrière";"carriere";"Gaussens_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380511.000000";"1973223.000000";;"380511";"1973223";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108473";"AQIAA0020788";;;"chambres et piliers";"carrière";"carriere";"Gaussens_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380602.000000";"1973266.000000";;"380602";"1973266";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"112664";"AQIAA0020789";;;"chambres et galeries";"carrière";"carriere";"Gaussens_03";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380760.000000";"1973142.000000";;"380760";"1973142";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109273";"AQIAA0020790";;;"chambres et galeries";"carrière";"carriere";"Gaussens_04";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380773.000000";"1973129.000000";;"380773";"1973129";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108237";"AQIAA0020791";;;"galeries filantes";"carrière";"carriere";"Puygueraud_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"381031.000000";"1973378.000000";;"381031";"1973378";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109389";"AQIAA0020792";;;"galeries filantes";"carrière";"carriere";"Puygueraud_03_Caussour";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"381094.000000";"1973363.000000";;"381094";"1973363";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108331";"AQIAA0020793";;;"galeries filantes";"carrière";"carriere";"Puygueraud_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"380962.000000";"1973272.000000";;"380962";"1973272";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108482";"AQIAA0020794";;;"galeries filantes";"carrière";"carriere";"Puygueraud_04_Caussour";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"381112.000000";"1973215.000000";;"381112";"1973215";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"109382";"AQIAA0020795";;;"galeries filantes";"carrière";"carriere";"Champcenetz_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"381142.000000";"1973004.000000";;"381142";"1973004";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105635";"AQIAA0020796";;;"galeries filantes";"carrière";"carriere";"Champcenetz_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-21";"5";"381320.000000";"1972897.000000";;"381320";"1972897";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106175";"AQIAA0020797";;;"chambres et galeries";"carrière";"carriere";"Les_Caroulles_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-08-14";"5";"379373.000000";"1974410.000000";;"379373";"1974410";"33033";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105948";"AQIAA0020798";;;"chambres et piliers";"carrière";"carriere";"La_Palanquette";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-23";"5";"377159.000000";"1974729.000000";;"377159";"1974729";"33084";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108825";"AQIAA0020799";;;"chambres et piliers";"carrière";"carriere";"La_Corderie_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-23";"5";"377555.000000";"1974534.000000";;"377555";"1974534";"33084";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"108903";"AQIAA0020800";;;"chambres et piliers";"carrière";"carriere";"Lardit_01";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-23";"5";"377690.000000";"1975054.000000";;"377690";"1975054";"33084";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"105974";"AQIAA0020801";;;"chambres et galeries";"carrière";"carriere";"Lardit_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-23";"5";"377711.000000";"1974858.000000";;"377711";"1974858";"33084";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"2614";"AQIAA0020802";;;"chambres et piliers";"carrière";"carriere";"La_Corderie_02";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-23";"5";"377801.000000";"1974710.000000";;"377801";"1974710";"33084";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"737";"AQIAA0020803";;;"chambres et piliers";"carrière";"carriere";"La_Corderie_03_Ramonet_La_Chabanne";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-23";"5";"378294.000000";"1974539.000000";;"378294";"1974539";"33084";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
"106930";"AQIAA0020804";;;"chambres et piliers";"carrière";"carriere";"Bastarde_01_Boisseau";"abandon";"public";;;"centre cavité";"précis";"precis";"plan au 1/500";"10";"2009-07-20";"M.BORDONNE";"2009-07-23";"5";"378667.000000";"1974394.000000";;"378667";"1974394";"33084";;;"gironde@brgm.fr";"2009-12-09";"gironde@brgm.fr";"2009-01-01";"2011-08-22";"S.BesdeBerc@brgm.fr";"sbdbAdministrateur@brgm.fr";"2";;
